-4.821250	-97.544062-14.250000	4.500000
-4.964043	-96.807781-14.250000	5.250000
-5.106837	-96.071499-14.250000	6.000000
-5.249631	-95.335218-14.250000	6.750000
-5.392425	-94.598937-14.250000	7.500000
-5.535219	-93.862656-14.250000	8.250000
-5.678013	-93.126375-14.250000	9.000000
-5.820807	-92.390094-14.250000	9.750000
-5.963601	-91.653813-14.250000	10.500000
-6.106395	-90.917532-14.250000	11.250000
-6.249189	-90.181250-14.250000	12.000000
-6.391983	-89.444969-14.250000	12.750000
-6.534777	-88.708688-14.250000	13.500000
-6.677570	-87.972407-14.250000	14.250000
-6.820364	-87.236126-14.250000	15.000000
-6.963158	-86.499845-14.250000	15.750000
-7.105952	-85.763564-14.250000	16.500000
-7.248746	-85.027283-14.250000	17.250000
-7.391540	-84.291001-14.250000	18.000000
-7.534334	-83.554720-14.250000	18.750000
-7.677128	-82.818439-14.250000	19.500000
-7.819922	-82.082158-14.250000	20.250000
-7.962716	-81.345877-14.250000	21.000000
-8.105510	-80.609596-14.250000	21.750000
1.341200	-125.379951-13.500000	-24.000000
1.198406	-124.643669-13.500000	-23.250000
1.055613	-123.907388-13.500000	-22.500000
0.912819	-123.171107-13.500000	-21.750000
0.770025	-122.434826-13.500000	-21.000000
0.627231	-121.698545-13.500000	-20.250000
0.484437	-120.962264-13.500000	-19.500000
0.341643	-120.225983-13.500000	-18.750000
0.198849	-119.489702-13.500000	-18.000000
0.056055	-118.753420-13.500000	-17.250000
-0.086739	-118.017139-13.500000	-16.500000
-0.229533	-117.280858-13.500000	-15.750000
-0.372327	-116.544577-13.500000	-15.000000
-0.515121	-115.808296-13.500000	-14.250000
-0.657914	-115.072015-13.500000	-13.500000
-0.800708	-114.335734-13.500000	-12.750000
-0.943502	-113.599453-13.500000	-12.000000
-1.086296	-112.863171-13.500000	-11.250000
-1.229090	-112.126890-13.500000	-10.500000
-1.371884	-111.390609-13.500000	-9.750000
-1.514678	-110.654328-13.500000	-9.000000
-1.657472	-109.918047-13.500000	-8.250000
